DocID,Title,Description
MAT 5161,Mathematical Logic (3 units),"
A basic graduate course in mathematical logic. Propositional and Predicate logic, Proof theory, Gentzen's Cut-Elimination, Completeness, Compactness, Henkin models, model theory, arithmetic and undecidability. Special Topics (time permitting) depending on interests of instructor and audience. This course is equivalent to MATH 5301 at Carleton University.
Course Component: Lecture"
MAT 5162,Mathematical Foundations of Computer Science (3 units),"
Foundations of functional languages, lambda calculi (typed, polymorphically typed, untyped), Curry-Howard Isomorphism, proofs-as-programs, normalization and rewriting theory, operational semantics, type assignment, introduction to denotational semantics of programs, fixed-point programming. Topics chosen from: denotational semantics for lambda calculi, models of programming languages, complexity theory and logic of computation, models of concurrent and distributed systems, etc. This course is equivalent to MATH 6807 at Carleton University.
Course Component: Lecture"
MAT 5163,Analytic  Number Theory (3 units),"
This course is equivalent to MATH 5305 at Carleton University.
Course Component: Lecture"
MAT 5164,Algebraic Number Theory (3 units),"
This course is equivalent to MATH 5306 at Carleton University.
Course Component: Lecture"
MAT 5165,Theory of Automata (3 units),"
This course is equivalent to MATH 5605 at Carleton University.
Course Component: Lecture"
MAT 5167,Formal Language and Syntax Analysis (3 units),"
This course is equivalent to MATH/COMP 5807 at Carleton University.
Course Component: Lecture"
MAT 5168,Homology Theory (3 units),"
This course is equivalent to MATH 5202 at Carleton University.
Course Component: Lecture"
MAT 5169,Foundations of Geometry (3 units),"
This course is equivalent to MATH 5207 at Carleton University.
Course Component: Lecture"
MAT 5170,Probability Theory I (3 units),"
Probability spaces, random variables, expected values as integrals, joint distributions, independence and product measures, cumulative distribution functions and extensions of probability measures, Borel- Cantelli lemmas, convergence concepts, independent identically distributed sequences of random variables. This course is equivalent to STAT 5708 at Carleton University.
Course Component: Lecture"
MAT 5171,Probability Theory II (3 units),"
Laws of large numbers, characteristic functions, central limit theorem, conditional probabilities and expectation, basic properties and convergence theorems for martingales, introduction to Brownian motion. This course is equivalent to MATH 5709 at Carleton University.
Course Component: Lecture"
MAT 5172,Topics in Stochastic Processes (3 units),"
This course is equivalent to STAT 5508 at Carleton University.
Course Component: Lecture"
MAT 5173,Stochastic Analysis (3 units),"
Brownian motion, continuous martingales and stochastic integration. This course is equivalent to STAT 5604 at Carleton University.
Course Component: Lecture"
MAT 5174,Network Performance (3 units),"
The course will focus on advanced techniques in performance evaluation of large complex networks. Topics may include classical queueing theory and simulation analysis; models of packet networks; loss and delay systems; blocking probabilities. This course is equivalent to STAT 5704 at Carleton University.
Course Component: Lecture"
MAT 5175,Robust Statistical Inference (3 units),"
This course is equivalent to STAT 5506 at Carleton University.
Course Component: Lecture"
MAT 5176,Advanced Statistical Inference (3 units),"
Pure significance tests; uniformly most powerful unbiased and invariant tests; asymptotic comparison of tests; confidence intervals; large sample theory of likelihood ratio and chi-square tests; likelihood inference; Bayesian inference. Topics such as empirical Bayes inference, fiducial and structural inference, resampling methods. This course is equivalent to STAT 5507 at Carleton University.
Course Component: Lecture"
MAT 5177,Multivariate Normal Theory (3 units),"
This course is equivalent to STAT 5500 at Carleton University.
Course Component: Lecture"
MAT 5180,Numerical Analysis for Differential Equations (3 units),"
Floating pointing arithmetic; numerical solution of ordinary differential equations; finite difference methods for partial differential equations; stability, consistency and convergence: von Neumann analysis, Courant-Friedrichs-Lewy condition, Lax theorem; finite element methods: boundary value problems and elliptic partial differential equations; spectral and Pseudo-spectral methods. This course is equivalent to MATH 5806 at Carleton University.
Course Component: Lecture"
MAT 5181,Data Mining I (3 units),"
Visualization and knowledge discovery in massive datasets; unsupervised learning: clustering algorithms; dimension reduction; supervised learning: pattern recognition, smoothing techniques, classification. Computer software will be used. This course is equivalent to STAT 5703 at Carleton University.
Course Component: Lecture"
MAT 5182,Modern Applied and Computational Statistics (3 units),"
Resampling and computer intensive methods: bootstrap, jackknife with applications to bias estimation, variance estimation, confidence intervals, and regression analysis. Smoothing methods in curve estimation; statistical classification and pattern recognition: error counting methods, optimal classifiers, bootstrap estimates of the bias of the misclassification error. This course is equivalent to STAT 5702 at Carleton University.
Course Component: Lecture"
MAT 5185,Asymptotic Methods of Applied Mathematics (3 units),"
Asymptotic series: properties, matching, application to linear and nonlinear differential equations. Asymptotic expansion of integrals: elementary methods, methods of Laplace, Stationary Phase and Steepest Descent, Watson's Lemma, Riemann-Lebesgue Lemma. Perturbation methods: regular and singular perturbation for differential equations, multiple scale analysis, boundary layer theory, WKB theory. This course is equivalent to MATH 5408 at Carleton University.
Course Component: Lecture"
MAT 5187,Topics in Applied Mathematics (3 units),"
This course is equivalent to MATH 5403 at Carleton University.
Course Component: Lecture"
MAT 5190,Mathematical Statistics I (3 units),"
Statistical decision theory; likelihood functions; sufficiency; factorization theorem; exponential families; UMVU estimators; Fisher's information; Cramer-Rao lower bound; maximum likelihood and moment estimation; invariant and robust point estimation; asymptotic properties; Bayesian point estimation. This course is equivalent to STAT 5600 at Carleton University.
Course Component: Lecture"
MAT 5191,Mathematical Statistics II (3 units),"
Confidence intervals and pivotals; Bayesian intervals; optimal tests and Neyman-Pearson theory; likelihood ratio and score tests; significance tests; goodness-of-fit tests; large sample theory and applications to maximum likelihood and robust estimation. This course is equivalent to STAT 5501 at Carleton University.
Course Component: Lecture"
MAT 5192,Sampling Theory and Methods (3 units),"
Unequal probability sampling with and without replacement; unified theory of standard errors; prediction approach; ratio and regression estimation; stratification and optimal designs; multistage cluster sampling; double sampling; domains of study; post-stratification; non-response; measurement errors. Related topics. This course is equivalent to STAT 5502 at Carleton University.
Course Component: Lecture"
MAT 5193,Linear Models (3 units),"
Theory of non-full-rank linear models: estimable functions, best linear unbiased estimators, hypothesis testing, confidence regions; multi-way classification; analysis of covariance; variance component models: maximum likelihood estimation, MINQUE, ANOVA methods. Miscellaneous topics. This course is equivalent to STAT 5503 at Carleton University.
Course Component: Lecture"
MAT 5194,Stochastic Processes and Times Series Analysis (3 units),"
This course is equivalent to STAT 5504 at Carleton University.
Course Component: Lecture"
MAT 5195,Design of Experiments (3 units),"
Overview of linear model theory; orthogonality; randomized block and split plot designs; Latin square designs; randomization theory; incomplete block designs; factorial experiments; confounding and fractional replication; response surface methodology. Miscellaneous topics. This course is equivalent to STAT 5505 at Carleton University.
Course Component: Lecture"
MAT 5196,Multivariate Analysis (3 units),"
This course is equivalent to STAT 5509 at Carleton University.
Course Component: Lecture"
MAT 5197,Stochastic Optimization (3 units),"
Topics chosen from stochastic dynamic programming, Markov decision processes, search theory, optimal stopping. This course is equivalent to STAT 5601 at Carleton University.
Course Component: Lecture"
MAT 5198,Stochastic Models (3 units),"
Markov systems, stochastic networks, queuing networks, spatial processes, approximation methods in stochastic processes and queuing theory. Applications to the modelling and analysis of computer-communications systems and other distributed networks. This course is equivalent to MATH 5701 at Carleton University.
Course Component: Lecture"
MAT 5301,Topics in Combinatorial Mathematics (3 units),"
This course is equivalent to MATH 5609 at Carleton University.
Course Component: Lecture"
MAT 5303,Linear Optimization (3 units),"
This course is equivalent to MATH 5801 at Carleton University.
Course Component: Lecture"
MAT 5304,Nonlinear Optimization (3 units),"
This course is equivalent to MATH 5803 at Carleton University.
Course Component: Lecture"
MAT 5307,Topics in Operations Research (3 units),"
This course is equivalent to MATH 5804 at Carleton University.
Course Component: Lecture"
MAT 5308,Topics in Algorithm Design (3 units),"
This course is equivalent to MATH 5805 at Carleton University.
Course Component: Lecture"
MAT 5309,Harmonic Analysis on Groups (3 units),"
This course is equivalent to MATH 6002 at Carleton University.
Course Component: Lecture"
MAT 5312,Topics in Topology (3 units),"
This course is equivalent to MATH 6201 at Carleton University.
Course Component: Lecture"
MAT 5313,Topics in Probability and Statistics (3 units),"
This course is equivalent to MATH 6507 at Carleton University.
Course Component: Lecture"
MAT 5314,Topics in Probability and Statistics (3 units),"
This course is equivalent to MATH 6508 at Carleton University.
Course Component: Lecture"
MAT 5315,Advanced Design of Surveys (3 units),
MAT 5317,Analysis of Categorical Data (3 units),"
Analysis of one-way and two-way tables of nominal date; multi-dimensional contingency tables, log-linear models; tests of symmetry, marginal homogeneity in square tables; incomplete tables; tables with ordered categories; fixed margins, logistic models with binary response; measures of association and agreement; biological applications. This course is equivalent to STAT 5602 at Carleton University.
Course Component: Lecture"
MAT 5318,Reliability and Survival Analysis (3 units),"
This course is equivalent to STAT 5603 at Carleton University.
Course Component: Lecture"
MAT 5319,Topics in Probability and Statistics (3 units),"
This course is equivalent to MATH 6507 at Carleton University.
Course Component: Lecture"
MAT 5324,Games Theory (3 units),"
This course is equivalent to MATH 5607 at Carleton University.
Course Component: Lecture"
MAT 5325,Topics in Information and Systems Science (3 units),"
This course is equivalent to MATH 5802 at Carleton University.
Course Component: Lecture"
MAT 5326,Topics in Analysis (3 units),"
This course is equivalent to MATH 6008 at Carleton University.
Course Component: Lecture"
MAT 5327,Topics in Algebra (3 units),"
This course is equivalent to MATH 6101 at Carleton University.
Course Component: Lecture"
MAT 5328,Topics in Analysis (3 units),"
This course is equivalent to MATH 6008 at Carleton University.
Course Component: Lecture"
MAT 5329,Topics in Analysis (3 units),"
This course is equivalent to MATH 6009 at Carleton University.
Course Component: Lecture"
MAT 5330,Topics in Algebra (3 units),"
This course is equivalent to MATH 6102 at Carleton University.
Course Component: Lecture"
MAT 5331,Topics in Algebra (3 units),"
This course is equivalent to MATH 6103 at Carleton University.
Course Component: Lecture"
MAT 5341,Quantum Computing (3 units),"
Space of quantum bits; entanglement. Observables in quantum mechanics. Density matrix and Schmidt decomposition. Quantum cryptography. Classical and quantum logic gates. Quantum Fourier transform. Shor's quantum algorithm for factorization of integers. This course is equivalent to MATH 5821 at Carleton University.
Course Component: Lecture"
MAT 5343,Mathematical Aspects of Wavelets and Digital Signal Processing (3 units),"
Lossless compression methods. Discrete Fourier transform and Fourier-based compression methods. JPEG and MPEG. Wavelet analysis. Digital filters and discrete wavelet transform. Daubechies wavelets. Wavelet compression. This course is equivalent to MATH 5822 at Carleton University.
Course Component: Lecture"
MAT 5361,Topics in Mathematical Logic (3 units),"
This course is equivalent to MATH 6806 at Carleton University.
Course Component: Lecture"
MAT 5375,Mathematical Statistics (3 units),"
Limit theorems; sampling distributions; parametric estimation; concepts of sufficiency and efficiency; Neyman-Pearson paradigm, likelihood ratio tests; parametric and non-parametric methods for two-sample comparisons; notions of experimental design, categorical data analysis, the general linear model, decision theory and Bayesian inference. This course is equivalent to STAT 5610 at Carleton University.
Course Component: Lecture"
MAT 5990,Séminaire / Seminar (3 crédits / 3 units),"
Ce cours est équivalent à MATH 5900 à la Carleton University. / This course is equivalent to MATH 5900 at Carleton University.
Volet / Course Component: Cours magistral / Lecture"
MAT 5990, M.Sc. Séminaire / Seminar M.A. (3 crédits / 3 units),
MAT 5990, Séminaire / Seminar (3 crédits / 3 units),
MAT 5991,Travaux dirigés / Directed Studies (3 crédits / 3 units),"
Ce cours est équivalent à MATH 5901 à la Carleton University. / This course is equivalent to MATH 5901 at Carleton University.
Volet / Course Component: Recherche / Research"
MAT 5992,Seminar in Biostatistics (3 crédits / 3 units),"
Students work in teams on the analysis of experimental data or experimental plans. The participation of experimenters in these teams is encouraged. Student teams present their results in the seminar, and prepare a brief written report on their work.
Volet / Course Component: Cours magistral / Lecture"
MAT 5996,Stage de recherche / Research Internship (3 crédits / 3 units),"
Cours visant à donner à l'étudiant la possibilité d'entreprendre de la recherche mathématique dans le contexte d'un projet en collaboration avec un organisme parrain des secteurs public ou privé. Inclut des séminaires sur des sujets pertinents au projet de l'étudiant. Note finale S (satisfaisant) ou NS (non satisfaisant), à décider par le professeur responsable du cours en consultation avec le superviseur du stage, fondée sur le contenu mathématique et sur la présentation orale et écrite des résultats. / Project-oriented course affording students the opportunity to undertake research in applied mathematics as a cooperative project with governmental or industrial sponsors. Project work and seminars on related topics. Grade S (Satisfactory) or NS (Not satisfactory) to be assigned based upon the mathematical content as well as upon the oral and written presentation of results, and to be determined by the professor in charge of the course in consultation with the internship supervisor.
Volet / Course Component: Cours magistral / Lecture"
MAT 6990,Séminaire / Seminar (3 crédits / 3 units),"
Ce cours est équivalent à MATH 6900 à la Carleton University. / This course is equivalent to MATH 6900 at Carleton University.
Volet / Course Component: Cours magistral / Lecture"
MAT 6991,Travaux dirigés / Directed Studies (3 crédits / 3 units),"
Ce cours est équivalent à MATH 6901 à la Carleton University. / This course is equivalent to MATH 6901 at Carleton University.
Volet / Course Component: Recherche / Research"
MAT 6997,Projet en mathématiques et statistique / Project in Mathematics and Statistics (6 crédits / 6 units),"
Projet en mathématiques et statistique dirigé par un professeur approuvé par le directeur des études supérieures et donnant lieu à la rédaction d'un rapport approfondi (30-40 pages approx). Noté S (satisfaisant) ou NS (non satisfaisant) par le directeur du projet et un autre professeur nommé par le directeur des études supérieures en mathématiques et statistique. Le projet est normalement complété en une session. Ce cours est équivalent à MATH 5910 à la Carleton University. / Project in mathematics and statistics supervised by a professor approved by the director of graduate studies and leading to the writing of an in-depth report (approx. 30-40 pages). Graded S (Satisfactory) or NS (Not satisfactory) by the supervisor and by another professor appointed by the director of graduate studies in mathematics and statistics. The project will normally be completed in one session. This course is equivalent to MATH 5910 at Carleton University.
Volet / Course Component: Recherche / Research"
CSI 1306,Computing Concepts for Business (3 units),"
Introduction to computer-based problem solving from the perspective of the business world. Design of algorithms for solving business problems. Basics of computer programming in a modern programming language. Solving business problems using application packages including spreadsheets and databases. Basics of web design. Collaborative tools. Using open source software.
Course Component: Laboratory, Lecture"
CSI 1308,Introduction to Computing Concepts (3 units),"
Introduction to computer based problem solving for scientific applications.  Design of algorithms and algorithms descriptions.  4th generation languages. Software packages.  Structured program development.  Modular and object-oriented programming.  Program testing.
Course Component: Laboratory, Lecture"
CSI 1390,Introduction to Computers (3 units),"
Computing and computers. Problem solving and algorithm development. Introduction to programming. Use of application, communication, and database software.
Course Component: Laboratory, Lecture"
CSI 2101,Discrete Structures (3 units),"
Discrete structures as they apply to computer science, algorithm analysis and design. Predicate logic. Review of proof techniques; application of induction to computing problems. Graph theory applications in information technology. Program correctness, preconditions, postconditions and invariants. Analysis of recursive programs using recurrence relations. Properties of integers and basic cryptographical applications.
Course Component: Lecture, Tutorial"
CSI 2110,Data Structures and Algorithms (3 units),"
The concept of abstract data types. Simple methods of complexity analysis. Trees. The search problem: balanced trees, binary-trees, hashing. Sorting. Graphs and simple graph algorithms: traversal, minimum spanning tree. Strings and pattern matching.
Course Component: Laboratory, Lecture, Tutorial"
CSI 2120,Programming Paradigms (3 units),"
Presentation of the major programming paradigms: object-oriented, imperative, logic, functional. Related programming languages, their essential properties and typical applications. Programming in imperative, logic and functional languages. Influence of programming paradigms on problem solving and program design strategies. An overview of other paradigms, such as constraint-based, rule-based and event-driven programming.
Course Component: Laboratory, Lecture, Tutorial"
CSI 2132,Databases I (3 units),"
Fundamental database concepts. Entity-Relationship modeling. Relational algebra and relational calculus. Relational databases. Database definition and manipulation using SQL. Embedded SQL. Functional dependencies and normalization. Introduction to physical database design. Design and implementation of a database application in a team project.
Course Component: Laboratory, Lecture, Tutorial"
CSI 2372,Advanced Programming Concepts With C++ (3 units),"
Differences between C++ and Java programming.  C++ data types. Pointers and memory management.  Object oriented programming in C++. File and stream I/O.  Pre-processor macros. Templates and the Standard Template Library.  Numerical computation in C++.  Interfacing with hardware.  Engineering applications.
Course Component: Laboratory, Lecture, Tutorial"
CSI 2911,Pratique professionnelle de l'informatique / Professional Practice in Computing (3 crédits / 3 units),"
Professionnalisme en informatique. Pratique éthique. Propriété intellectuelle. Répercussions sociales de l'informatique. Confidentialité et aspects légaux. / Professionalism in Computer Science. Ethical practice. Intellectual property rights. Social impact of computing. Privacy and legal issues.
Volet / Course Component: Cours magistral / Lecture, Tutoriel / Tutorial"
CSI 3104,Introduction to Formal Languages (3 units),"
Regular languages, finite automata, transition graphs Kleene's theorem. Finite automata with output. Context-free languages, derivation trees, normal form grammars, pumping lemma, pushdown automata, determinism. Decidability. Recursively enumerable languages, Turing machines, the halting problem.
Course Component: Lecture"
CSI 3105,Design and Analysis of Algorithms I (3 units),"
Analysis of algorithms: worst-case analysis, complexity analysis, asymptotic notations and basic complexity classes. Algorithm design techniques: brute force, divide and conquer, dynamic programming, greedy, backtracking. Computational complexity of problems: lower bound arguments, the classes P, NP, NP-complete, dealing with NP-complete problems.
Course Component: Lecture"
CSI 3120,Programming Language Concepts (3 units),"
Design and evaluation criteria for programming languages. Introduction to syntactic and semantic description of programming languages. Basics of programming language implementation. Scripting languages. A comparison of design choices across programming paradigms: data objects, data types, control structures, sub-programs. Basics of concurrency.
Course Component: Laboratory, Lecture, Tutorial"
CSI 3130,Databases II (3 units),"
Advanced physical database design. Access right, privacy and security. Query processing and optimization. Transaction processing, concurrency control and recovery. Object-oriented databases. Distributed and multi-databases. Data warehousing.  Data integration. Design and implementation of a database component in a team project.
Course Component: Laboratory, Lecture, Tutorial"
CSI 3131,Operating Systems (3 units),"
Principles of operating systems. Operating systems design issues. Process management, process scheduling, concurrency issues. CPU scheduling. Memory management. Virtual memory. Mass storage systems. Input/Output system. File system. Security and protection. Examples of operating systems.
Course Component: Laboratory, Lecture, Tutorial"
CSI 3140,"WWW Structures, Techniques and Standards (3 units)","
Basic infrastructure of the Web. Servers and browsers. Examples of protocols. Internet and viruses. Search engine architecture. WWW Contents and presentation. Web pages, their structuring and interpretation. HTML, XML and their derivatives. Web interfaces to software and databases. Cookies and privacy issues. Semantic Web and o ontologies. Web services.
Course Component: Laboratory, Lecture, Tutorial"
CSI 4101,Theory of Computability (3 units),"
Recursive functions, recursively enumerable sets, decision problems, Church-Turing thesis. S-M-N theorem, recursion theorem. Topics selected from: Lambda calculus, formal languages, logic complexity theory.
Course Component: Lecture"
CSI 4103,Topics in Computer Science I (3 units),"
Selected topics in areas not covered by regular courses.
Course Component: Lecture"
CSI 4104,Topics in Computer Science II (3 units),"
Selected topics in areas not covered by regular courses.
Course Component: Lecture"
CSI 4105,Design and Analysis of Algorithms II (3 units),"
Theory of NP-completeness, methods for dealing with NP-complete problems. Selected topics in such areas as combinatorial optimization, computational geometry, cryptography, parallel algorithms.
Course Component: Lecture"
CSI 4106,Introduction to Artificial Intelligence (3 units),"
The roots and scope of Artificial Intelligence.  Knowledge and knowledge representation. Search, informed search, adversarial search. Deduction and reasoning. Uncertainty in Artificial Intelligence. Introduction to Natural Language Processing. Elements of planning. Basics of Machine Learning.
Course Component: Lecture"
CSI 4107,Information Retrieval and the Internet (3 units),"
Basic principles of Information Retrieval.  Indexing methods.  Query processing.  Linguistic aspects of Information Retrieval.  Agents and artificial intelligence approaches to Information Retrieval.  Relation of Information Retrieval to the World Wide Web.  Search engines. Servers and clients.  Browser and server side programming for Information Retrieval.
Course Component: Lecture"
CSI 4108,Cryptography (3 units),"
The notion of secure communication.  Building secure cryptosystems based on the assumption of computational hardness. Cryptographic one-way functions, trap-door functions, pseudorandom generators, and public/private-key encryption schemes. Computational indistinguishable and unpredictability.  Digital signature and message authentication. Zero-knowledge/interactive proof systems. Application to e-commerce and e-trade.
Course Component: Lecture"
CSI 4109,Introduction to Distributed Computing (3 units),"
Computational models. Communication complexity.  Design and analysis of distributed algorithms.  Control algorithms.  Asynchronous computations. Synchronous computations.  Fault-tolerant algorithms.  Manipulation of distributed data.  Examples of applications in data and communication networks, mobile computing and systems of communicating agents.
Course Component: Lecture, Tutorial"
CSI 4115,Introduction to Compilers (3 units),"
Fundamental features of programming languages, functions of compilers, processors, preprocessors, and translators. Organization of compilers including compile-time and run-time symbol tables. Lexical and syntactic analysis. Object code generation. Error diagnostics.
Course Component: Lecture"
CSI 4118,Computer Networks Protocols (3 units),"
Communication services, protocols and software. Details of layered protocol hierarchies.  The transport, session, presentation and application layers.  Fundamental concepts of computer network design. Computer network and communication protocol architectures.
Course Component: Lecture"
CSI 4124,Foundation of Modelling and Simulation (3 units),"
The modelling and simulation process from a project oriented perspective. The role of conceptual modelling in the discrete event dynamic system context. Dealing with randomness. Distinctive features of modelling and simulation for continuous time dynamic systems and overview of numerical procedures. Validation and verification. Simulation software and program development.
Course Component: Lecture"
CSI 4125,Theory of Programming Languages (3 units),"
The concept of formal semantics. Attribute grammars. Denotational semantics. Operational semantics. Axiomatic semantics. Lambda-calculus for programming language description. Resolution and the semantics of logic programming. Theory of abstract data types. Concurrent programming, process algebras, CCS, CSP.
Course Component: Lecture"
CSI 4126,Algorithms in Bioinformatics (3 units),"
DNA assembly, gene finding methods, exact string matching, pairwise alignment, grammatical frameworks, higher order structures. Recent developments, including DNA and protein chips.
Course Component: Lecture"
CSI 4130,Computer Graphics (3 units),"
Interactive computer graphics. Display data structures and procedures. Graphics pipeline. Geometric transformations. Viewing in three dimensions. Illumination and color models. Object modelling in 2D and 3D.
Course Component: Laboratory, Lecture"
CSI 4133,Computer Methods in Picture Processing and Analysis (3 units),"
Representation of digital pictures. Elements of visual perception. Imaging geometry. Image enhancement and image restoration. Image segmentation and feature identification. Content-based analysis of images. Images compression, compression standards and graphics file format.
Course Component: Lecture, Laboratory"
CSI 4134,Pattern Recognition Technics (3 units),"
Review of mathematical aspects of pattern classification in the context of picture processing languages. Practical examples in pattern recognition.
Course Component: Lecture"
CSI 4139,Design of Secure Computer Systems (3 units),"
Security policies. Security mechanisms. Physical security. Security awareness. User authentication. Application security mechanisms. Encryption. External and internal firewalls. Security of operating systems and software. Security of e-commerce applications. Design of security system and components. Devices for security analysis; sniffers, attack detectors. Information warfare. Ethical issues in computer security.
Course Component: Laboratory, Lecture, Tutorial"
CSI 4140,Introduction to Parallel Computing (3 units),"
Models of parallel computation. Architecture of parallel computers. Interconnection networks. Communication primitives. MPI, OpenMP. Principles of parallel algorithm design. Partitioning strategies. Load balancing. Analytical modeling of parallel programs. Parallel linear algebra. Parallel sorting. Parallel graph algorithms. Parallel searching.
Course Component: Lecture"
CSI 4141,Real Time Systems Design (3 units),"
Definition of real-time systems;  examples.  Characteristics of real-time systems.  Analysis frameworks and tools.  Elements of real-time system structure.  Reliability and fault tolerance. Exceptions and exception handling.  Concurrency and concurrent programming in real-time systems.  Synchronisation and communication, resource control, and scheduling in real-time systems. Real-time system design methodologies.  Computer assisted design of real-time systems.
Course Component: Laboratory, Lecture, Tutorial"
CSI 4142,Fundamentals of Data Science (3 units),"
Big data, analytics, and cloud computing; data preparation: organization, basic statistics, cleaning, and integration; data mining techniques: pattern mining, classification, clustering, outlier and anomaly detection; model evaluation; data warehousing and multi-dimensional analysis; data visualization and visual data analytics.
Course Component: Lecture"
CSI 4145,Machine Learning (3 units),"
Basic concepts of machine learning. Essentials of mathematics. Supervised learning. Unsupervised learning. Reinforcement learning. Algorithms for regression, classification, density estimation, and clustering.
Course Component: Lecture"
CSI 4150,Introduction to Optimization Methods (3 units),"
Linear optimization models and their solution.  Modelling techniques for linear programming problems, the simplex solution method, duality theory, sensitivity analysis, interior point methods.  Formulation of problems as integer linear programs, solution methods such as branch and bound and cutting plane algorithms.
Course Component: Lecture"
CSI 4900,Projet de recherche / Honours Project (3 crédits / 3 units),"
Un projet d'une durée d'un semestre, à faire seul ou en petit groupe, sous la supervision d'un professeur. Les projets sont affichés et sont choisis durant le semestre précédent. Les étudiants doivent participer aux présentations des projets, cédulées à la fin du semestre. / A one-semester project, individual or for a small group, carried out under the supervision of a faculty member.  Projects are posted and selected in the preceding semester.  The students are required to participate in project presentations scheduled at the end of the semester.
Volet / Course Component: Recherche / Research"
CSI 5100,Data Integration (3 units),"
Materialized and virtual approaches to integration of heterogeneous and independent data sources. Emphasis on data models, architectures, logic-based techniques for query processing, metadata and consistency management, the role of XML and ontologies in data integration; connections to schema mapping, data exchange, and P2P systems. This course is equivalent to COMP 5306 at Carleton University.
Course Component: Lecture"
CSI 5101,Knowledge Representation (3 units),"
KR is concerned with representing knowledge and using it in computers. Emphasis on logic-based languages for KR, and automated reasoning techniques and systems; important applications of this traditional area of AI to ontologies and semantic web. This course is equivalent to COMP 5307 at Carleton University.
Course Component: Lecture"
CSI 5102,Topics in Medical Computing (3 units),"
Introductory course on data structures, algorithms, techniques, and software development related to medical computing (in particular spatial modeling). Topics may include: computational geometry algorithms for cancer treatment, medical imaging, spatial data compression algorithms, dynamic programming for DNA analysis. This course is equivalent to COMP 5308 at Carleton University.
Course Component: Lecture"
CSI 5105,Network Security and Cryptography (3 units),"
Advanced methodologies selected from symmetric and public key cryptography, network security protocols and infrastructure, identification, anonymity, privacy technologies, secret-sharing, intrusion detection, firewalls, access control technologies, and defending network attacks. This course is equivalent to COMP 5406 at Carleton University.
Course Component: Lecture"
CSI 5106,Cryptography (3 units),"
Security in encryption algorithms. Encryption and decryption. Entropy, equivocation, and unicity distance.  Cryptanalysis and computational complexity. Substitution, transposition, and product ciphers. Symmetric ciphers: block and stream modes. Modular arithmetic. Public key cryptosystems. Factorization methods. Elliptic curve, lattice-based, and homomorphic cryptography. Proofs of security.
Course Component: Discussion Group, Laboratory, Lecture, Research, Seminar, Work Term, Theory and Laboratory, Tutorial"
CSI 5110,Principles of Formal Software Development (3 units),"
Methodologies in formal software specification, development, and verification. The use of theorem proving, automated deduction, and other related formal methods for software correctness. Applications in program verification and secure computation.  This course is equivalent to COMP 5707 at Carleton University.
Course Component: Lecture"
CSI 5111,Software Quality Engineering (3 units),"
Software quality issues. Quality components and metrics. Software process quality. Software reliability  engineering. Software design for testability. Requirements capture and validation. Systematic design  validation; grey-box approach, test design, implementation and management, case studies in validation and verification of communications software. Object-oriented design and  test. Theoretical aspects. This course is equivalent to COMP 5501 at Carleton University.
Course Component: Lecture"
CSI 5112,Software Engineering (3 units),"
Topics of current interest in Software Engineering, such as requirements engineering, precise and advanced modelling, development processes, change management, standards, and emerging types of applications. This course is equivalent to COMP 5207 at Carleton University.
Course Component: Lecture"
CSI 5113,Foundations Programming Languages (3 units),"
Advanced study of programming paradigms from a practical perspective. Paradigms may include functional, imperative, concurrent, distributed, generative, aspect- and object-oriented, and logic programming. Emphasis on underlying principles. Topics may include: types, modules, inheritance, semantics, continuations, abstraction and reflection. This course is equivalent to COMP 5001 at Carleton University.
Course Component: Lecture"
CSI 5115,Database Analysis and Design (3 units),"
The dimensional and multidimensional data models for data warehousing. Data dependencies and decomposition. Structure and use of data definition and manipulation languages. Database economics, engineering, deployment and evolution. Issues in integrity, security, the Internet and distributed databases. Relationships to decision support systems. This course is equivalent to COMP 5503 at Carleton University.
Course Component: Discussion Group, Laboratory, Lecture, Research, Seminar, Work Term, Theory and Laboratory, Tutorial"
CSI 5116,Authentication and Software Security (3 units),"
Specialized topics in security including advanced authentication techniques, user interface aspects, electronic and digital signatures, security infrastructures and protocols, software vulnerabilities affecting security, non-secure software and hosts, protecting software and digital content. This course is equivalent to COMP 5407 at Carleton University.
Course Component: Lecture"
CSI 5118,Automated Verification and Validation of Software (3 units),"
Topics in formal test derivation methods, test management, high-level, CASE-based verification and validation, data-flow & control-flow measures and metrics for assessing quality of designs and code, regression analysis & testing. This course is equivalent to COMP 5302 at Carleton University.
Course Component: Lecture"
CSI 5121,Advanced Data Structures (3 units),"
Simple methods of data structure design and analysis that lead to efficient data structures for several problems. Topics include randomized binary search trees, persistence, fractional cascading, self-adjusting data structures, van Emde Boas trees, tries, randomized heaps, and lowest common ancestor queries. This course is equivalent to COMP 5408 at Carleton University.
Course Component: Lecture"
CSI 5122,Software Usability (3 units),"
Design principles and metrics for usability. Qualitative and quantitative methods for the evaluation of software system usability: Heuristic evaluation, usability testing, usability inspections and walkthroughs, cognitive walkthroughs, formal usability experimentation. Ethical concerns when performing studies with test users. Economics of usability. Integration of usability engineering into the software engineering lifecycle. This course is equivalent to COMP 5301 at Carleton University.
Course Component: Lecture"
